url;title;timestamp;writer;shares_count;comments_count;summary;sources;categories
https://www.tecmundo.com.br/cultura-geek/204441-jogador-n-1-tye-sheridan-gostaria-retornar-sequencia.htm;;;;0;0;;;
https://www.tecmundo.com.br/ciencia/204416-softbank-lanca-robo-garcom-suprir-escassez-japao.htm;SoftBank lança robô 'garçom' para suprir escassez no Japão;2020-09-28T21:00:00;Kris Gaiato;0;0;Em razão da escassez de mão de obra no Japão, a SoftBank anunciou nesta segunda-feira (28), um robô para o setor de alimentação desenvolvido pela startup parceria Bear Robotics, que tem sede nos Estados Unidos. Esta iniciativa promete ser a solução para restaurantes que estão sofrendo com as legislações restritivas implementadas durante a pandemia de covid-19.;Techcrunch,Softbank;Ciência,Invenção,Inovação,Robótica
https://www.tecmundo.com.br/voxel/204428-among-us-2-cancelado-aprimoramentos-jogo-original.htm;;;;0;0;;;
https://www.tecmundo.com.br/ciencia/204415-amazonia-aproxima-ponto-nao-se-recuperar.htm;;;;0;0;;;
https://www.tecmundo.com.br/ciencia/204440-conama-elimina-regras-protecao-ambiental-confira-mudou.htm;"Conama elimina regras de proteção ambiental; confira o que mudou";2020-09-28T20:18:08;Reinaldo  Zaruvni;0;0;Nesta segunda-feira (28), durante a 135ª reunião do Conselho Nacional do Meio Ambiente (Conama), o governo federal revogou quatro resoluções que determinavam regras de proteção ambiental e limitação de uso de recursos no Brasil – sem audiências públicas ou ter competência jurídica, de acordo com a procuradora Fátima Borghi. Entretanto, o que muda com a decisão?;Greenpeace,G1,G1,NetNature;Ciência,Meio ambiente,Governo
https://www.tecmundo.com.br/ciencia/204414-supercomputador-simular-terra-prever-desastres-naturais.htm;Supercomputador vai simular Terra para prever desastres naturais;2020-09-28T20:00:01;Kris Gaiato;0;0;A multinacional de tecnologia NEC está desenvolvendo um novo supercomputador que irá simular o planeta Terra para prever desastres naturais. O projeto conta com a parceria da Nvidia e foi uma encomenda da Agência Japonesa de Ciência e Tecnologia Marinha e Terrestre (JAMSTEC, na sigla em inglês). Essa será a 4ª geração de supercomputadores da agência com previsão de entrega para março de 2021.;Techradar;Ciência,Supercomputadores,Meio ambiente
https://www.tecmundo.com.br/minha-serie/204421-funimation-estreia-brasil-dezembro-200-animes.htm;;;;0;0;;;
https://www.tecmundo.com.br/internet/204411-evento-google-assistir-lancamento-do-pixel-5.htm;Evento do Google: como assistir ao lançamento do Pixel 5;2020-09-28T19:30:01;Adriano Camacho Vieira Júnior;0;0;"Nesta quarta-feira (30), a Google fará uma conferência virtual para anunciar suas mais novas tecnologias. No evento, chamado de Google Launch Night In (""Noite de Lançamentos da Google"", em tradução livre), a empresa deve apresentar a nova linha de celulares Pixel focada no 5G, além de outras novidades, como os novos Google Nest.";CNET,Google;Internet,Eventos,Google,Chromecast,Google Pixel 5
https://www.tecmundo.com.br/software/204407-google-meet-gratuito-tera-limite-60-minutos-partir-outubro.htm;Google Meet gratuito terá limite de 60 minutos a partir outubro;2020-09-28T19:00:00;Ramalho Lima;0;0;A partir do dia 1º de outubro, a versão gratuita do Google Meet passará a ter um limite de 60 minutos para videochamadas. O Meet é um app de videoconferências com foco no segmento corporativo, e teve uma versão gratuita lançada no início deste ano, o que foi um grande “quebra galho” para várias companhias, instituições de ensino e usuários finais nesse período de isolamento social.;Mashable;Software,Google,Apps
https://www.tecmundo.com.br/minha-serie/204408-serie-senhor-dos-aneis-amazon-prime-video-retorna-gravacoes.htm;Série O Senhor dos Anéis do Amazon Prime Video retorna às gravações;2020-09-28T19:00:00;;0;0;Não é segredo que o Amazon Prime Video está produzindo uma série de O Senhor dos Anéis. Porém, a novidade é que o seriado, que teve as filmagens suspensas em março por conta da pandemia do novo coronavírus, retomou as gravações na Nova Zelândia nesta semana.;Deadline;Minha Série,Seriados,Séries,Amazon Prime Video,Streaming
